atms/address,Lat,Lon,atms/allDay,atms/services/wheelchair/serviceCapability,atms/services/wheelchair/serviceActivity,atms/services/blind/serviceCapability,atms/services/blind/serviceActivity,atms/services/nfcForBankCards/serviceCapability,atms/services/nfcForBankCards/serviceActivity,atms/services/qrRead/serviceCapability,atms/services/qrRead/serviceActivity,atms/services/supportsUsd/serviceCapability,atms/services/supportsUsd/serviceActivity,atms/services/supportsChargeRub/serviceCapability,atms/services/supportsChargeRub/serviceActivity,atms/services/supportsEur/serviceCapability,atms/services/supportsEur/serviceActivity,atms/services/supportsRub/serviceCapability,atms/services/supportsRub/serviceActivity,blind,invalid
"ш. Ленинградское, д. 13, корп. 1",55.81909,37.495914,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Земляной Вал, д. 14-16, корп. 1",55.761305,37.65629,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пл. Большая Сухаревская, д. 14/7",55.771808,37.636671,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
,55.756921,37.614563,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Загорьевская, д. 10, корп. 4",55.578304,37.676637,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Шоссейная, д. 86",55.667665,37.719567,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Маршала Жукова, д. 35, корп. 1",55.774938,37.473887,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Бахрушина, д. 13",55.735505,37.635593,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Изумрудная, д. 18",55.870925,37.682736,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"б-р Строгинский, д. 28",55.80275,37.404169,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Мусы Джалиля, д. 21",55.622848,37.7441,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Правды, д. 33",55.789755,37.582799,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Пустовская, д. 20",55.917965,38.007315,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Лобачевского, д. 116",55.690983,37.472746,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Измайловский, д. 93, корп. 1",55.789036,37.809228,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пл. Киевского Вокзала, д. 2",55.744632,37.566072,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Новокуркинское, д. 1",55.884964,37.407196,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Удальцова, д. 14, стр. 1",55.676047,37.512263,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. 15-я Парковая, д. 40Б",55.805938,37.823592,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Ярославское, д. 116, корп. 1",55.867071,37.708832,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Алтуфьевское, д. 56А",55.881212,37.589159,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пер. Настасьинский, д. 7",55.767757,37.604924,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Полярная, д. 31, корп. 1",55.888972,37.63977,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
пл. Комсомольская,55.77435,37.653846,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Маршала Неделина, д. 40",55.726015,37.422692,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Люблинская, д. 53",55.689705,37.737102,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,UNAVAILABLE,,
"ул. Ясеневая, д. 8",55.599611,37.717752,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Головинское, д. 5, корп. 1",55.84024,37.492024,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
,55.765843,37.608167,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Кировоградская, д. 13А",55.612182,37.607026,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Вавилова, д. 81, корп. 1",55.679417,37.546111,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Открытое, д. 8",55.811543,37.733473,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
,55.750565,37.609083,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
проезд Театральный,55.759456,37.626789,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"проезд 17-й Марьиной Рощи, д. 4, корп. 1",55.80916,37.612021,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Бориса Галушкина, д. 19, корп. 3",55.822569,37.664078,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Куусинена, д. 19, корп. 2",55.786845,37.512029,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Лётчика Бабушкина, д. 1, корп. 1",55.856316,37.66998,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пер. Якиманский, д. 6",55.734091,37.61017,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Челобитьевское, д. 12, корп. 1",55.912904,37.547583,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"проезд Игарский, д. 8",55.857892,37.644495,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. 1-я Лазурная, д. 4",55.495813,37.321819,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
пл. Тверская Застава,55.777538,37.58591,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
,55.781742,37.633023,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Бахрушина, д. 32, стр. 1",55.731947,37.637075,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
,55.752349,37.609461,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Варшавское, д. 47, корп. 4",55.679133,37.630122,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Нагатинская, д. 27",55.678159,37.655257,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Одесская, д. 21/29",55.65789,37.593533,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"кв-л 95-й Волжский Бульвар, корп. 2",55.710915,37.747855,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"проезд 5-й Донской, д. 15, корп. 8",55.707436,37.600477,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"наб. Пресненская, д. 2",55.749162,37.539742,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"кв-л Капотня 2-й, д. 22",55.638257,37.800865,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
корп. 1105,55.995221,37.187612,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Домостроительная, д. 2А",55.665883,37.426025,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Циолковского, д. 24",55.919614,37.827284,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
б-р Цветной,55.771645,37.620787,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Обручева, д. 25",55.657195,37.534918,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. 3-я Владимирская, д. 9А",55.760682,37.788324,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пер. Центросоюзный, д. 13, стр. 3",55.780122,37.68571,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Хавская, д. 26",55.712862,37.612883,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Горчакова, д. 11",55.543644,37.531927,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Куликовская, д. 6",55.574085,37.565281,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
,55.744917,37.60161,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Маршала Василевского, д. 15",55.807602,37.464994,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Дубнинская, д. 40А, корп. 1",55.888998,37.558436,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
ул. Зацепский Вал,55.729918,37.638675,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Стромынка, д. 2",55.789547,37.683149,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Мичуринский, д. 31А",55.696073,37.497827,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Новочерёмушкинская, д. 23, корп. 5",55.680722,37.580131,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
б-р Дмитрия Донского,55.569667,37.577346,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
пр-кт Мира,55.781833,37.633295,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
ул. Земляной Вал,55.758466,37.658962,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
пл. Комсомольская,55.77435,37.653846,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
ул. Зацепский Вал,55.73188,37.637259,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
ул. Золоторожский Вал,55.747024,37.680589,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Милашенкова, д. 14",55.828632,37.580418,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Ленинградское, д. 108",55.860514,37.46767,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
,55.75132,37.786887,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
